YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2018,NH,Behavioral Risk Factor Surveillance System,Physical Activity,20.4,17.4,23.8,881,45 - 54,,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,30.3,43.7,290,,,,"$35,000 - $49,999"
2018,SD,Behavioral Risk Factor Surveillance System,Physical Activity,14.6,11.9,17.7,1703,,,,"$75,000 or greater"
2018,IL,Behavioral Risk Factor Surveillance System,Physical Activity,13.1,11.3,15.1,1777,,,,"$75,000 or greater"
2018,AK,Behavioral Risk Factor Surveillance System,Physical Activity,38.6,27.9,50.4,184,,,,"Less than $15,000"
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.9,23.7,30.3,1136,,,,
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.5,24.3,35.3,546,,,,"$25,000 - $34,999"
2018,CT,Behavioral Risk Factor Surveillance System,Physical Activity,19.5,17.6,21.6,2567,,Some college or technical school,,
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.4,29.2,35.8,1515,,,,
2018,ME,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.1,27.8,36.7,842,35 - 44,,,
2018,VA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.8,26.2,35.8,650,,Less than high school,,
2018,RI,Behavioral Risk Factor Surveillance System,Physical Activity,24.8,20.7,29.5,628,35 - 44,,,
2018,HI,Behavioral Risk Factor Surveillance System,Physical Activity,23.5,21.5,25.6,4059,,,Female,
2018,UT,Behavioral Risk Factor Surveillance System,Physical Activity,15.8,14.5,17.1,5214,,,Male,
2018,NH,Behavioral Risk Factor Surveillance System,Physical Activity,26.8,21.6,32.8,423,,,,"$25,000 - $34,999"
2018,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,19.3,13.9,26.1,203,18 - 24,,,
2018,IL,Behavioral Risk Factor Surveillance System,Physical Activity,22.6,19.3,26.4,746,35 - 44,,,
2018,MA,Behavioral Risk Factor Surveillance System,Physical Activity,19.8,16.2,24,804,25 - 34,,,
2018,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.3,29.2,37.5,855,,,,"$35,000 - $49,999"
2018,IA,Behavioral Risk Factor Surveillance System,Physical Activity,20.4,13.7,29.2,117,,,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.3,24.9,32,1913,,High school graduate,,
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35,31.6,38.7,1294,,Some college or technical school,,
2018,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,33.8,38.1,3055,,,Male,
2018,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38,35.1,40.9,1710,65 or older,,,
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.8,24.9,28.7,3684,,,Male,
2018,VA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,34.4,37.4,6889,,,,
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.4,32.4,34.4,32628,,,,
2018,ME,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,AR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.9,28,38.2,845,,,,Data not reported
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.8,35.4,46.3,378,25 - 34,,,
2018,CT,Behavioral Risk Factor Surveillance System,Physical Activity,26.2,18.7,35.5,142,,,,
2018,MI,Behavioral Risk Factor Surveillance System,Physical Activity,38.7,33.6,44,486,,Less than high school,,
2018,VT,Behavioral Risk Factor Surveillance System,Physical Activity,20,17.1,23.2,1082,45 - 54,,,
2018,CA,Behavioral Risk Factor Surveillance System,Physical Activity,32.1,29,35.4,1319,,,,"$15,000 - $24,999"
2018,ME,Behavioral Risk Factor Surveillance System,Physical Activity,29.2,26.8,31.8,3184,,High school graduate,,
2018,WY,Behavioral Risk Factor Surveillance System,Physical Activity,9.6,6.1,14.8,205,18 - 24,,,
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,22.7,18.1,28,496,,College graduate,,
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,OH,Behavioral Risk Factor Surveillance System,Physical Activity,25.6,22.6,28.9,1551,,,,"$35,000 - $49,999"
2018,NV,Behavioral Risk Factor Surveillance System,Physical Activity,30.3,16.8,48.4,50,,,,
2018,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.7,29.3,36.3,914,25 - 34,,,
2018,WY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,SC,Behavioral Risk Factor Surveillance System,Physical Activity,41.8,37.2,46.5,984,,,,"Less than $15,000"
2018,PR,Behavioral Risk Factor Surveillance System,Physical Activity,54.2,51.9,56.4,2982,,,Female,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.8,28.7,33,2839,,,Female,
2018,NE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.5,30.6,38.5,1390,,,,"$25,000 - $34,999"
2018,PR,Behavioral Risk Factor Surveillance System,Physical Activity,53.6,50.3,56.8,1574,,,,"Less than $15,000"
2018,US,Behavioral Risk Factor Surveillance System,Physical Activity,25.1,24.3,25.8,66509,45 - 54,,,
2018,MI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.3,31.9,38.8,1146,35 - 44,,,
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.2,32.9,37.6,2719,,Some college or technical school,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,18 - 24,,,
2018,OK,Behavioral Risk Factor Surveillance System,Physical Activity,25.1,18.8,32.6,258,,,,
2018,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,21.2,36,253,18 - 24,,,
2018,WI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.6,25.6,29.8,2719,,Some college or technical school,,
2018,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,45.7,36.6,55,140,,,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.5,23.8,38.1,606,,,,
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.4,30.4,42.8,546,,,,"$25,000 - $34,999"
2018,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,31.4,40.7,688,,,,"$35,000 - $49,999"
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.8,36.3,47.5,443,,Less than high school,,
2018,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.8,27.3,36.6,624,55 - 64,,,
2018,HI,Behavioral Risk Factor Surveillance System,Physical Activity,14.2,11.5,17.3,926,25 - 34,,,
2018,HI,Behavioral Risk Factor Surveillance System,Physical Activity,16.9,13.5,21,522,18 - 24,,,
2018,NV,Behavioral Risk Factor Surveillance System,Physical Activity,25,22.8,27.3,3220,,,,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.3,33.7,43.1,724,,,,"$15,000 - $24,999"
2018,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.1,31.3,41.2,777,35 - 44,,,
2018,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.7,33,42.6,688,,,,"$35,000 - $49,999"
2018,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.7,26.8,32.7,1766,,,Male,
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,39.1,36.2,42,6937,,,,
2018,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30,29.1,30.9,13700,,,,
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.8,34,41.7,930,,,,"$75,000 or greater"
2018,RI,Behavioral Risk Factor Surveillance System,Physical Activity,31.7,28.3,35.2,1343,,High school graduate,,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.2,28.7,38,645,,,,"$35,000 - $49,999"
2018,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.5,27.4,33.9,1561,,,,"$15,000 - $24,999"
2018,CT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.3,28.5,32.1,5204,,,Female,
2018,VI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,55 - 64,,,
2018,VT,Behavioral Risk Factor Surveillance System,Physical Activity,22.3,18,27.4,597,,,,"$25,000 - $34,999"
2018,KS,Behavioral Risk Factor Surveillance System,Physical Activity,26.2,21.3,31.6,444,,,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,25.3,34.3,615,25 - 34,,,
2018,KS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.8,32.4,37.2,2030,55 - 64,,,
2018,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.2,22.6,28,1542,65 or older,,,
2018,FL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,26.5,29.6,10321,,,,
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.7,29.6,33.9,4052,,High school graduate,,
2018,AK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.7,26.2,35.6,734,,High school graduate,,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,43.4,36.2,50.9,252,,,,
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.2,28.8,33.6,2970,,,Male,
2018,NC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.1,30.1,40.4,513,,,,"$35,000 - $49,999"
2018,KY,Behavioral Risk Factor Surveillance System,Physical Activity,42.3,38.6,46.1,1908,55 - 64,,,
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.6,33.2,38,3621,,Some college or technical school,,
2018,FL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.5,24.6,30.6,2993,,,,"$75,000 or greater"
2018,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,17.2,13.6,21.4,804,25 - 34,,,
2018,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30,25.4,35,772,,,,"$15,000 - $24,999"
2018,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.1,30.1,46.7,224,,Less than high school,,
2018,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.2,34.7,41.8,1422,,High school graduate,,
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.9,29.6,30.2,302781,,,,
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.5,30.4,36.9,971,25 - 34,,,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,14.9,11.3,19.4,402,18 - 24,,,
2018,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.6,32.3,37.1,2155,,Some college or technical school,,
2018,IA,Behavioral Risk Factor Surveillance System,Physical Activity,30.7,26.6,35.1,736,,,,"$25,000 - $34,999"
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.8,30.1,42,703,35 - 44,,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,25.3,34.3,1070,,,,"$50,000 - $74,999"
2018,SC,Behavioral Risk Factor Surveillance System,Physical Activity,32,29.8,34.4,3186,,High school graduate,,
2018,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.4,27.9,31,4229,,,Female,
2018,MT,Behavioral Risk Factor Surveillance System,Physical Activity,24.9,20.2,30.3,485,,,,"$25,000 - $34,999"
2018,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.7,27.7,55.1,102,,,,
2018,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.5,22.8,30.6,909,,,,"$75,000 or greater"
2018,MN,Behavioral Risk Factor Surveillance System,Physical Activity,31.1,28.6,33.7,1852,,,,"$15,000 - $24,999"
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.9,26.8,37.4,684,,,,Data not reported
2018,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,15.6,13.6,17.8,1831,,,,"$75,000 or greater"
2018,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.2,34.9,41.4,1374,,,,"$75,000 or greater"
2018,UT,Behavioral Risk Factor Surveillance System,Physical Activity,11.8,9.6,14.4,1056,18 - 24,,,
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,33.6,39.9,1526,35 - 44,,,
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.8,32.6,39.2,1639,,Some college or technical school,,
2018,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.8,31.8,37.8,1337,45 - 54,,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.5,20.1,34.1,529,,,,"Less than $15,000"
2018,IN,Behavioral Risk Factor Surveillance System,Physical Activity,38.3,34.5,42.3,1035,,,,"$15,000 - $24,999"
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.3,25.1,51.4,82,,,,
2018,TN,Behavioral Risk Factor Surveillance System,Physical Activity,37.6,33,42.4,878,,,,Data not reported
2018,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.1,32.7,43.8,1415,,,,"$15,000 - $24,999"
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.7,33.2,38.3,3205,,,Female,
2018,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.2,27.7,43.6,297,,,,"Less than $15,000"
2018,NE,Behavioral Risk Factor Surveillance System,Physical Activity,20,18.5,21.7,4492,,Some college or technical school,,
2018,VA,Behavioral Risk Factor Surveillance System,Physical Activity,21,19,23,2607,,Some college or technical school,,
2018,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.2,25.4,35.5,453,,,,
2018,VI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,NY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.5,33.3,35.6,24554,,,,
2018,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.9,30.7,39.3,760,35 - 44,,,
2018,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.2,31.7,40.9,679,35 - 44,,,
2018,TX,Behavioral Risk Factor Surveillance System,Physical Activity,31.6,27,36.4,2225,,,,Data not reported
2018,MI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.8,35.1,42.7,1197,35 - 44,,,
2018,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.8,21.3,35.4,249,,Less than high school,,
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.4,25,32.1,892,,,,"$15,000 - $24,999"
2018,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.2,32.3,38.2,1644,,,,"$75,000 or greater"
2018,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.9,24.2,27.6,3910,,,,
2018,NY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.2,34.8,41.8,2338,,Less than high school,,
2018,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.4,23.9,35.5,535,,,,"Less than $15,000"
2018,CT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.3,26.2,36.8,405,18 - 24,,,
2018,VA,Behavioral Risk Factor Surveillance System,Physical Activity,20.8,19.7,22.1,7283,,,,
2018,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.6,33.9,43.6,758,,,,"$50,000 - $74,999"
2018,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.8,25.2,28.4,4685,,,Female,
2018,MS,Behavioral Risk Factor Surveillance System,Physical Activity,35.4,31.8,39.2,1100,,,,Data not reported
2018,NJ,Behavioral Risk Factor Surveillance System,Physical Activity,12.1,7,20.2,156,,,,
2018,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.9,17.9,43,61,,,,
2018,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.4,33.5,43.6,629,35 - 44,,,
2018,KS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.1,29.2,47.8,150,,,,
2018,AK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,32.1,41.6,651,,,,"$35,000 - $49,999"
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.8,23.2,33,504,,,,"Less than $15,000"
2018,NY,Behavioral Risk Factor Surveillance System,Physical Activity,21.1,20,22.3,16485,,,Male,
2018,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.4,30.4,34.5,3298,,,,
2018,OK,Behavioral Risk Factor Surveillance System,Physical Activity,34.6,31.2,38.1,1073,55 - 64,,,
2018,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.7,35.2,42.3,981,55 - 64,,,
2018,VA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35,32.1,38.1,1568,45 - 54,,,
2018,FL,Behavioral Risk Factor Surveillance System,Physical Activity,20.4,17.1,24.3,1819,,,,"$50,000 - $74,999"
2018,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.4,29.4,39.8,477,25 - 34,,,
2018,KY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.3,36.4,46.3,1074,,,,"$15,000 - $24,999"
2018,KS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.6,35.5,39.7,2964,,,,"$75,000 or greater"
2018,KS,Behavioral Risk Factor Surveillance System,Physical Activity,21.6,14.9,30.3,161,,,,
2018,WA,Behavioral Risk Factor Surveillance System,Physical Activity,17.2,15.8,18.7,4007,,Some college or technical school,,
2018,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,23.9,20.5,27.8,1432,,,,Data not reported
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.5,26,33.2,1559,,,,"$15,000 - $24,999"
2018,PR,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,TN,Behavioral Risk Factor Surveillance System,Physical Activity,18.1,14.6,22.2,608,25 - 34,,,
2018,NM,Behavioral Risk Factor Surveillance System,Physical Activity,35.5,31.2,40.1,853,,,,"Less than $15,000"
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,24.7,19.5,30.7,325,25 - 34,,,
2018,MI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,25.1,31.1,1446,,,,Data not reported
